# Generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicates	evidence
K27576	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27578	hydrolase,nuclease	hydrolase=text:nuclease;nuclease=text:nuclease
K27579	hydrolase,nuclease,restriction_modification	hydrolase=text:nuclease;nuclease=text:nuclease;restriction_modification=text:restriction
K27580	hydrolase,nuclease,restriction_modification	hydrolase=text:nuclease;nuclease=text:nuclease;restriction_modification=text:restriction
K27584	hydrolase,nuclease,restriction_modification	hydrolase=text:nuclease;nuclease=text:nuclease;restriction_modification=text:restriction
K27585	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27586	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27589	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K27592	monooxygenase,nad_binding,oxidoreductase,oxygenase	monooxygenase=ec:1.14.13.187;nad_binding=ec:1.14.13.187;oxidoreductase=ec:1.14.13.187;oxygenase=ec:1.14.13.187
K27593	monooxygenase,nad_binding,oxidoreductase,oxygenase	monooxygenase=ec:1.14.13.215;nad_binding=ec:1.14.13.215;oxidoreductase=ec:1.14.13.215;oxygenase=ec:1.14.13.215
K27594	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.-;oxidoreductase=ec:1.5.1.-;reductase=text:reductase
K27595	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.15.19;oxidoreductase=ec:1.14.15.19;oxygenase=ec:1.14.15.19
K27596	biotin_binding,carboxylase,ligase	biotin_binding=ec:6.4.1.-;carboxylase=ec:6.4.1.-;ligase=ec:6.4.1.-
K27597	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Glycolipid biosynthesis > Glycoglycerolipid;glycosyltransferase=ec:2.4.1.337;transferase=ec:2.4.1.337
K27598	lyase	lyase=ec:4.1.2.65
K27599	dehydratase,lyase,synthase	dehydratase=ec:4.2.1.183;lyase=ec:4.2.1.183;synthase=text:synthase
K27600	dehydratase,lyase,synthase	dehydratase=ec:4.2.1.183;lyase=ec:4.2.1.183;synthase=text:synthase
K27601	decarboxylase,lyase	decarboxylase=ec:4.1.1.72;lyase=ec:4.1.1.72
K27602	transferase	transferase=ec:2.5.1.102
K27603	lyase	lyase=ec:4.6.1.26
K27604	lyase	lyase=ec:4.6.1.6
K27605	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.105;peptidase=ec:3.4.21.105;protease=ec:3.4.21.105
K27606	lyase,synthase,transferase	lyase=ec:4.2.3.220;synthase=text:synthase;transferase=ec:2.5.1.158
K27607	lyase,synthase,transferase	lyase=ec:4.2.3.221;synthase=text:synthase;transferase=ec:2.5.1.158
K27608	lyase	lyase=ec:4.2.3.222
K27609	lyase	lyase=ec:4.2.3.222
K27610	lyase,synthase	lyase=ec:4.2.3.223;synthase=text:synthase
K27611	transporter	transporter=brite:ko02000 Other transporters > Pores ion channels [TC:1]
K27612	biosynthesis	biosynthesis=text:biosynth
K27613	biosynthesis	biosynthesis=text:biosynth
K27614	abc_transporter,biosynthesis,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Antilisterial bacteriocin subtilosin biosynthesis transporter;biosynthesis=text:biosynth;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Antilisterial bacteriocin subtilosin biosynthesis transporter
K27615	abc_transporter,biosynthesis,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Antilisterial bacteriocin subtilosin biosynthesis transporter;biosynthesis=text:biosynth;transporter=brite:ko02000 ABC transporters, prokaryotic type > ABC-2 type and other transporters > Antilisterial bacteriocin subtilosin biosynthesis transporter
K27616	biosynthesis	biosynthesis=text:biosynth
K27617	hydrolase,peptidase,protease	hydrolase=text:protease;peptidase=brite:ko01002 Metallo peptidases > Family M16: pitrilysin family;protease=text:protease
K27618	biosynthesis	biosynthesis=text:biosynth
K27619	lyase	lyase=ec:4.2.3.225
K27620	lyase,synthase	lyase=ec:4.2.3.228;synthase=text:synthase
K27621	hydrolase,peptidase,protease	hydrolase=text:protease;peptidase=brite:ko01002 Serine peptidases > Family S1: chymotrypsin family;protease=text:protease
K27622	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27623	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.-;peptidase=ec:3.4.21.-;protease=ec:3.4.21.-
K27625	kinase,lyase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;lyase=ec:4.6.1.2;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K27626	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K27628	enzyme,transferase,ubiquitin_ligase	enzyme=swissprot:5/5;transferase=ec:2.3.2.27;ubiquitin_ligase=swissprot:5/5
K27629	ion_channel,transporter	ion_channel=text:channel;transporter=text:channel
K27630	dna_repair,phage_related	dna_repair=text:exonuclease;phage_related=text:phage
K27631	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27632	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27633	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27634	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27635	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27636	isomerase,lyase,synthase	isomerase=ec:5.5.1.13;lyase=ec:4.2.3.19;synthase=text:synthase
K27637	lyase,synthase	lyase=ec:4.2.3.229;synthase=text:synthase
K27638	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27639	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27640	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27641	phage_related,rna_binding,rnase	phage_related=text:phage;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K27642	rna_binding,rnase	rna_binding=text:ribonuclease;rnase=text:ribonuclease
K27643	rna_binding,rnase	rna_binding=text:ribonuclease;rnase=text:ribonuclease
K27645	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27646	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27647	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27648	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27649	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27650	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27651	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27652	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27653	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27654	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27655	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=ec:3.1.-.-;nuclease=text:endonuclease
K27656	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27657	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27658	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=ec:3.1.-.-;nuclease=text:endonuclease
K27659	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27660	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27661	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27662	dna_binding,helix_turn_helix,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Homeo domain ANTP: NKL;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Homeo domain ANTP: NKL;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Homeo domain ANTP: NKL
K27663	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27664	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27665	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27667	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27668	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27669	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27670	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27671	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27672	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.15.40;oxidoreductase=ec:1.14.15.40;oxygenase=ec:1.14.15.40
K27673	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.226;nad_binding=ec:1.1.1.226;oxidoreductase=ec:1.1.1.226
K27675	methyltransferase,transferase	methyltransferase=ec:2.1.1.-;transferase=ec:2.1.1.-
K27676	hydrolase,peptidase,protease	hydrolase=ec:3.4.17.17;peptidase=ec:3.4.17.17;protease=ec:3.4.17.17
K27677	hydrolase,peptidase,protease	hydrolase=ec:3.4.17.-;peptidase=ec:3.4.17.-;protease=ec:3.4.17.-
K27680	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=ec:3.1.-.-;nuclease=text:endonuclease
K27681	synthase,transferase	synthase=text:synthase;transferase=ec:2.7.8.-
K27682	isomerase	isomerase=ec:5.2.1.8
K27683	hydrolase	hydrolase=ec:3.5.3.24
K27684	decarboxylase,lyase	decarboxylase=ec:4.1.1.127;lyase=ec:4.1.1.127
K27686	gtp_binding,hydrolase	gtp_binding=ec:3.6.5.-;hydrolase=ec:3.6.5.-
K27689	complex_subunit,dehydratase,lyase	complex_subunit=module:M00885;dehydratase=ec:4.2.1.-;lyase=ec:4.2.1.-
K27690	chaperone,stress_response,transporter	chaperone=text:chaperon;stress_response=text:chaperon;transporter=text:transport
K27691	chaperone,stress_response,transporter	chaperone=text:chaperon;stress_response=text:chaperon;transporter=brite:ko02000 Other transporters > Primary active transporters [TC:3]
K27692	atp_binding,chaperone,kinase,stress_response,transferase,transporter	atp_binding=ec:2.7.4.1;chaperone=text:chaperon;kinase=ec:2.7.4.1;stress_response=text:chaperon;transferase=ec:2.7.4.1;transporter=brite:ko02000 Other transporters > Primary active transporters [TC:3]
K27705	gtp_binding,hydrolase,translation,translation_factor	gtp_binding=ec:3.6.5.-;hydrolase=ec:3.6.5.-;translation=brite:ko03012 Eukaryotic type > Elongation factors > Elongation associated factors;translation_factor=brite:ko03012 Eukaryotic type > Elongation factors > Elongation associated factors
K27706	translation,translation_factor,zinc_binding,zinc_finger	translation=brite:ko03012 Eukaryotic type > Elongation factors > Elongation associated factors;translation_factor=brite:ko03012 Eukaryotic type > Elongation factors > Elongation associated factors;zinc_binding=text:zinc;zinc_finger=text:zinc finger
K27713	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27714	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27715	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27716	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27717	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27718	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27719	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27720	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27721	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27722	hydrolase,nuclease,phage_related	hydrolase=text:nuclease;nuclease=text:nuclease;phage_related=text:phage
K27723	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27724	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27725	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27726	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27728	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27729	dna_repair,phage_related	dna_repair=text:exonuclease;phage_related=text:phage
K27730	dna_repair,phage_related	dna_repair=text:exonuclease;phage_related=text:phage
K27731	phage_related	phage_related=text:phage
K27732	phage_related	phage_related=text:phage
K27734	endonuclease,hydrolase,nuclease,phage_related	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease;phage_related=text:phage
K27736	methyltransferase,sam_binding,transferase	methyltransferase=text:methyltransferase;sam_binding=text:SAM-dependent;transferase=text:transferase
K27737	hydrolase,nuclease	hydrolase=text:nuclease;nuclease=text:nuclease
K27739	endonuclease,hydrolase,nuclease	endonuclease=text:endonuclease;hydrolase=text:nuclease;nuclease=text:endonuclease
K27742	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27743	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27744	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27745	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27746	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27747	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27748	dna_binding,transcription,transcription_factor	dna_binding=text:transcription factor;transcription=text:transcription;transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27749	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27750	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27752	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27753	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > GRAS
K27754	kinase,transferase	kinase=text:kinase;transferase=text:kinase
K27755	kinase,transferase	kinase=text:kinase;transferase=text:kinase
K27756	kinase,transferase	kinase=text:kinase;transferase=text:kinase
K27757	kinase,transferase	kinase=text:kinase;transferase=text:kinase
K27758	cytoplasmic,gtp_binding,gtpase	cytoplasmic=swissprot:5/5;gtp_binding=text:GTPase;gtpase=text:GTPase
K27760	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
K27761	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
K27762	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
K27763	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27764	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27765	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27766	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27767	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27768	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.-;peptidase=ec:3.4.21.-;protease=ec:3.4.21.-
K27769	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27770	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27771	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27772	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27773	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
K27775	biosynthesis	biosynthesis=text:biosynth
K27776	oxidoreductase,oxygenase,synthase	oxidoreductase=ec:1.14.19.81;oxygenase=ec:1.14.19.81;synthase=text:synthase
K27777	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.32;oxidoreductase=ec:1.5.1.32;reductase=text:reductase
K27778	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.73;oxidoreductase=ec:1.3.1.73;reductase=text:reductase
K27779	methyltransferase,transferase	methyltransferase=ec:2.1.1.392;transferase=ec:2.1.1.392
K27780	oxidase,oxidoreductase,oxygenase	oxidase=text:oxidase;oxidoreductase=ec:1.14.19.80;oxygenase=ec:1.14.19.80
K27781	esterase,hydrolase	esterase=ec:3.1.1.123;hydrolase=ec:3.1.1.123
K27782	flavin_binding,monooxygenase,oxidoreductase,oxygenase	flavin_binding=ec:1.14.14.188;monooxygenase=ec:1.14.14.188;oxidoreductase=ec:1.14.14.188;oxygenase=ec:1.14.14.188
K27783	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.57;oxidoreductase=ec:1.5.1.57;reductase=text:reductase
K27784	transferase	transferase=ec:2.3.1.325
K27785	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=ec:2.3.1.326
K27786	flavin_binding,monooxygenase,oxidoreductase,oxygenase	flavin_binding=ec:1.14.14.189;monooxygenase=ec:1.14.14.189;oxidoreductase=ec:1.14.14.189;oxygenase=ec:1.14.14.189
K27787	methyltransferase,transferase	methyltransferase=ec:2.1.1.397;transferase=ec:2.1.1.397
K27788	flavin_binding,monooxygenase,oxidoreductase,oxygenase	flavin_binding=ec:1.14.14.190;monooxygenase=ec:1.14.14.190;oxidoreductase=ec:1.14.14.190;oxygenase=ec:1.14.14.190
K27789	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.5.1.56;oxidoreductase=ec:1.5.1.56;reductase=text:reductase
K27790	dehydrogenase,nad_binding,oxidoreductase,reductase	dehydrogenase=ec:1.1.1.439;nad_binding=ec:1.1.1.439;oxidoreductase=ec:1.1.1.439;reductase=text:reductase
K27791	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=ec:2.3.1.323
K27792	oxidoreductase,synthase	oxidoreductase=ec:1.21.3.11;synthase=text:synthase
K27793	nad_binding,oxidoreductase,synthase	nad_binding=ec:1.3.1.128;oxidoreductase=ec:1.3.1.128;synthase=text:synthase
K27794	isomerase,synthase	isomerase=ec:5.5.1.37;synthase=text:synthase
K27795	isomerase,synthase	isomerase=ec:5.5.1.38;synthase=text:synthase
K27796	oxidoreductase,peroxidase	oxidoreductase=text:peroxidase;peroxidase=text:peroxidase
K27797	synthase,transferase	synthase=text:synthase;transferase=ec:2.3.3.5
K27802	dehydratase,glyoxylate_cycle,lyase,tca_cycle	dehydratase=ec:4.2.1.3;glyoxylate_cycle=module:M00012;lyase=ec:4.2.1.3;tca_cycle=module:M00009
K27803	dna_repair,recombinational_repair	dna_repair=brite:ko03400 Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Other HR factors;recombinational_repair=brite:ko03400 Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Other HR factors
K27807	dna_binding,transcription,transcription_factor,zinc_finger	dna_binding=text:transcription factor;transcription=text:transcription;transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers
K27808	regulator,regulatory,transcription_factor	regulator=swissprot:5/5;regulatory=swissprot:5/5;transcription_factor=brite:ko03000 Eukaryotic type > beta-Scaffold factors with minor groove contacts > MADS-box responders to external signals
K27809	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys3His zinc factors;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys3His zinc factors
K27810	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others
K27817	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
K27820	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27821	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27822	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27824	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27825	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27826	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27827	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27828	hydrolase,phage_related,protease	hydrolase=text:protease;phage_related=text:phage;protease=text:protease
K27829	hydrolase,phage_related,protease	hydrolase=text:protease;phage_related=text:phage;protease=text:protease
K27830	hydrolase,phage_related,protease	hydrolase=text:protease;phage_related=text:phage;protease=text:protease
K27831	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27834	translation,translation_factor	translation=brite:ko03012 Eukaryotic type > Initiation factors > Initiation associated factors;translation_factor=brite:ko03012 Eukaryotic type > Initiation factors > Initiation associated factors
K27837	transferase	transferase=ec:2.3.1.317
K27838	transferase	transferase=ec:2.3.1.319
K27839	synthase,transferase	synthase=text:synthase;transferase=ec:2.3.1.322
K27840	synthase,transferase	synthase=text:synthase;transferase=ec:2.3.1.322
K27841	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Polysaccharide > Structural polysaccharide;glycosyltransferase=ec:2.4.1.398;transferase=ec:2.4.1.398
K27842	hydrolase,phosphatase	hydrolase=ec:3.1.3.111;phosphatase=ec:3.1.3.111
K27843	hydrolase,phosphatase	hydrolase=ec:3.1.3.112;phosphatase=ec:3.1.3.112
K27844	methyltransferase,transferase	methyltransferase=ec:2.1.1.393;transferase=ec:2.1.1.393
K27845	dna_repair	dna_repair=brite:ko03400 Eukaryotic type > DSBR (double strand breaks repair) > NHEJ (non-homologous end-joining) > Other NHEJ factors
K27848	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=ec:2.3.1.318
K27849	transferase	transferase=ec:2.3.1.320
K27850	transferase	transferase=ec:2.3.1.321
K27851	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27852	hydrolase,protease	hydrolase=text:protease;protease=text:protease
K27853	decarboxylase,lyase	decarboxylase=ec:4.1.1.128;lyase=ec:4.1.1.128
K27855	decarboxylase,lyase	decarboxylase=ec:4.1.1.129;lyase=ec:4.1.1.129
K27857	synthase,transferase	synthase=text:synthase;transferase=ec:2.5.1.160
K27859	flavin_binding,monooxygenase,oxidoreductase,oxygenase,synthase	flavin_binding=ec:1.14.14.187;monooxygenase=ec:1.14.14.187;oxidoreductase=ec:1.14.14.187;oxygenase=ec:1.14.14.187;synthase=text:synthase
K27860	dehydrogenase,nad_binding,oxidoreductase,reductase	dehydrogenase=ec:1.1.1.440;nad_binding=ec:1.1.1.440;oxidoreductase=ec:1.1.1.440;reductase=text:reductase
K27861	transcription_factor,zinc_binding,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others;zinc_binding=text:zinc;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others
K27862	hydrolase,synthase	hydrolase=ec:3.13.2.4;synthase=text:synthase
K27863	hydrolase,synthase	hydrolase=ec:3.13.2.4;synthase=text:synthase
K27865	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > Others
K27870	membrane	membrane=text:integral
K27871	lyase,synthase	lyase=ec:4.3.3.9;synthase=text:synthase
K27872	isomerase,synthase	isomerase=ec:5.3.99.13;synthase=text:synthase
K27873	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.13.11.94;oxidoreductase=ec:1.13.11.94;oxygenase=ec:1.13.11.94
K27874	oxidoreductase,reductase	oxidoreductase=ec:1.97.1.14;reductase=text:reductase
K27875	anaerobic_respiration,oxidoreductase,reductase	anaerobic_respiration=text:selenate;oxidoreductase=ec:1.97.1.14;reductase=text:reductase
K27876	oxidoreductase,reductase	oxidoreductase=ec:1.97.1.14;reductase=text:reductase
K27877	oxidase,oxidoreductase	oxidase=text:oxidase;oxidoreductase=ec:1.5.3.27
K27878	oxidoreductase	oxidoreductase=ec:1.97.1.13
K27880	glycosyltransferase,transferase	glycosyltransferase=text:mannosyltransferase;transferase=text:transferase
K27882	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K27883	response_regulator,two_component	response_regulator=brite:ko02022 LytTR family > BtsS-BtsR (pyruvate reutilization);two_component=brite:ko02022 LytTR family > BtsS-BtsR (pyruvate reutilization)
K27884	kinase,sensor_kinase,transferase,two_component	kinase=text:kinase;sensor_kinase=ec:2.7.13.3;transferase=ec:2.7.13.3;two_component=ec:2.7.13.3
K27885	response_regulator,two_component	response_regulator=brite:ko02022 LytTR family > PyrS-PyrR (pyruvate reutilization);two_component=brite:ko02022 LytTR family > PyrS-PyrR (pyruvate reutilization)
K27886	glycosyltransferase,transferase	glycosyltransferase=ec:2.4.1.-;transferase=ec:2.4.1.-
K27893	zinc_binding,zinc_finger	zinc_binding=text:zinc;zinc_finger=text:zinc finger
