# Generated by scripts/build_pfam_predicate_map.py; edit the proposals, not this file.
# Pfam: Pfam-A.hmm sha256 8bab3a946e6d99a4 (24076 families); Pfam-A.clans.tsv.gz (30134 families)
# GO: pfam2go sha256 30274dd59c468d70; go-basic.obo sha256 b08d45b268b8c24c
# ENZYME: enzyme.dat sha256 6e1f553fcaa15ba7
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (553,641 reviewed proteins with Pfam); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; KO predicates from kegg_predicates.tsv sha256 054c42a1455b7f34
# accession	name	predicates	evidence
PF01112	Asparaginase_2	hydrolase	hydrolase=swissprot:51/53 KOs 3/3 single-domain 51/53
PF01113	DapB_N	amino_acid_biosynthesis,oxidoreductase,reductase	amino_acid_biosynthesis=go:GO:0008652;oxidoreductase=go:GO:0016491;reductase=text:reductase
PF01114	Colipase	hydrolase,lipase	hydrolase=text:lipase;lipase=go:GO:0016042
PF01116	F_bP_aldolase	glycolysis,lyase	glycolysis=text:F_bP;lyase=go:GO:0016829
PF01117	Aerolysin	toxin_domain	toxin_domain=text:toxin
PF01118	Semialdhyde_dh	amino_acid_metabolism,binding,cofactor_binding,dehydrogenase,nad_binding,oxidoreductase	amino_acid_metabolism=text:Semialdhyde_dh;binding=go:GO:0005488;cofactor_binding=text:NAD binding;dehydrogenase=text:dehydrogenase;nad_binding=go:GO:0051287;oxidoreductase=go:GO:0016491
PF01119	DNA_mis_repair	dna_repair,mismatch_repair	dna_repair=go:GO:0006281;mismatch_repair=go:GO:0006298
PF01120	Alpha_L_fucos	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=swissprot:16/16 single-domain 3/3;glycosidase=swissprot:16/16 single-domain 3/3;hydrolase=swissprot:16/16 single-domain 3/3
PF01121	CoaE	atp_binding,kinase,transferase	atp_binding=swissprot:273/279 KOs 2/2 single-domain 264/270;kinase=go:GO:0016301;transferase=go:GO:0016740
PF01122	Cobalamin_bind	binding,cobalamin_binding,cobalt_binding	binding=go:GO:0005488;cobalamin_binding=go:GO:0031419;cobalt_binding=text:Cobalamin
PF01123	Stap_Strp_toxin	toxin_domain	toxin_domain=go:GO:0090729
PF01126	Heme_oxygenase	heme_binding,iron_binding,oxidoreductase,oxygenase	heme_binding=text:Heme;iron_binding=text:Heme;oxidoreductase=go:GO:0016491;oxygenase=go:GO:0004497
PF01127	Sdh_cyt	dehydrogenase,membrane,oxidoreductase,reductase	dehydrogenase=text:dehydrogenase;membrane=text:transmembrane;oxidoreductase=text:dehydrogenase;reductase=text:reductase
PF01128	IspD	isoprenoid_biosynthesis,nucleotidyltransferase,transferase	isoprenoid_biosynthesis=text:IspD;nucleotidyltransferase=swissprot:505/505 KOs 5/5 single-domain 403/403;transferase=go:GO:0016740
PF01129	ART	glycosyltransferase,transferase	glycosyltransferase=swissprot:21/21 KOs 6/6 single-domain 19/19;transferase=go:GO:0016740
PF01131	Topoisom_bac	isomerase,replication,topoisomerase	isomerase=go:GO:0016853;replication=text:topoisomerase;topoisomerase=go:GO:0003916
PF01132	EFP	translation,translation_factor	translation=go:GO:0006412;translation_factor=go:GO:0003746
PF01135	PCMT	methyltransferase,protein_modification,transferase	methyltransferase=text:methyltransferase;protein_modification=text:PCMT;transferase=text:transferase
PF01136	Peptidase_U32	hydrolase,peptidase,protease	hydrolase=text:Peptidase;peptidase=swissprot:13/13 KOs 4/4 single-domain 9/9;protease=text:Peptidase
PF01137	RTC	rna_processing	rna_processing=text:RNA 3'-terminal phosphate cyclase
PF01138	RNase_PH	hydrolase,nuclease,rna_processing,rnase	hydrolase=text:nuclease;nuclease=text:ribonuclease;rna_processing=text:ribonuclease;rnase=text:RNase
PF01139	RtcB	ligase,ligase_dna,rna_processing	ligase=go:GO:0016874;ligase_dna=swissprot:56/56 KOs 2/2 single-domain 51/51;rna_processing=go:GO:0006396
PF01142	TruD	isomerase,mutase,synthase,trna_modification	isomerase=go:GO:0016853;mutase=swissprot:202/202 single-domain 199/199;synthase=text:synthase;trna_modification=text:tRNA
PF01144	CoA_trans	sulfurtransferase,transferase	sulfurtransferase=swissprot:48/51 KOs 10/11 single-domain 48/51;transferase=go:GO:0016740
PF01148	CTP_transf_1	lipid_metabolism,nucleotidyltransferase,transferase	lipid_metabolism=text:CTP_transf_1;nucleotidyltransferase=text:Cytidylyltransferase;transferase=text:transferase
PF01149	Fapy_DNA_glyco	base_excision_repair,dna_repair	base_excision_repair=go:GO:0006284;dna_repair=go:GO:0006281
PF01150	GDA1_CD39	hydrolase,phosphatase	hydrolase=go:GO:0016787;phosphatase=text:phosphatase
PF01151	ELO	transferase	transferase=swissprot:62/62 KOs 9/9 single-domain 62/62
PF01154	HMG_CoA_synt_N	lipid_metabolism,synthase,transferase	lipid_metabolism=text:HMG_CoA_synt;synthase=text:synthase;transferase=swissprot:35/36 KOs 2/2 co-domains excluded
PF01155	HypA	chaperone,hydrogen_metabolism,hydrogenase,hydrogenase_maturation,metal_binding,nickel_binding	chaperone=swissprot:134/143 single-domain 134/143;hydrogen_metabolism=text:HypA;hydrogenase=text:Hydrogenase;hydrogenase_maturation=go:GO:0051604;metal_binding=go:GO:0046872;nickel_binding=go:GO:0016151
PF01156	IU_nuc_hydro	glycosidase,hydrolase	glycosidase=swissprot:134/140 KOs 5/5 single-domain 134/140;hydrolase=go:GO:0016787
PF01157	Ribosomal_L21e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01158	Ribosomal_L36e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01159	Ribosomal_L6e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01161	PBP	binding	binding=text:binding
PF01163	RIO1	kinase,serine_threonine_kinase,transferase	kinase=swissprot:44/44 KOs 5/5 single-domain 21/21;serine_threonine_kinase=swissprot:44/44 KOs 5/5 single-domain 21/21;transferase=swissprot:44/44 KOs 5/5 single-domain 21/21
PF01165	Ribosomal_S21	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01166	TSC22	transcription_factor	transcription_factor=swissprot:17/21 KOs 4/4 single-domain 17/21
PF01168	Ala_racemase_N	amino_acid_metabolism,isomerase	amino_acid_metabolism=text:Alanine;isomerase=text:racemase
PF01169	GDT1	antiporter,calcium_binding,membrane,metal_transporter,transporter	antiporter=text:GDT1;calcium_binding=text:GDT1;membrane=text:antiporter;metal_transporter=go:GO:0046873;transporter=go:GO:0005215
PF01170	UPF0020	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
PF01171	ATP_bind_3	atp_binding,trna_modification	atp_binding=text:ATP;trna_modification=swissprot:651/700 KOs 5/6 single-domain 410/427
PF01174	SNO	amidase,complex_subunit,glutamine_amidotransferase,hydrolase,lyase,plp_binding,pyridoxal_biosynthesis,synthase,transferase	amidase=swissprot:252/252 single-domain 252/252;complex_subunit=swissprot:249/252 single-domain 249/252;glutamine_amidotransferase=go:GO:0004359;hydrolase=swissprot:252/252 single-domain 252/252;lyase=swissprot:252/252 single-domain 252/252;plp_binding=swissprot:249/252 single-domain 249/252;pyridoxal_biosynthesis=swissprot:249/252 single-domain 249/252;synthase=swissprot:249/252 single-domain 249/252;transferase=text:transferase
PF01176	eIF-1a	translation,translation_factor	translation=go:GO:0006412;translation_factor=go:GO:0003743
PF01177	Asp_Glu_race	isomerase,racemase	isomerase=go:GO:0016853;racemase=go:GO:0016855
PF01179	Cu_amine_oxid	copper_binding,metal_binding,oxidase,oxidoreductase	copper_binding=go:GO:0005507;metal_binding=go:GO:0046872;oxidase=go:GO:0016491;oxidoreductase=go:GO:0016491
PF01180	DHO_dh	dehydrogenase,oxidoreductase,pyrimidine_metabolism	dehydrogenase=text:dehydrogenase;oxidoreductase=go:GO:0016491;pyrimidine_metabolism=text:DHO
PF01182	Glucosamine_iso	carbohydrate_active,hydrolase,isomerase	carbohydrate_active=go:GO:0005975;hydrolase=swissprot:345/346 KOs 5/5 single-domain 340/341;isomerase=text:isomerase
PF01183	Glyco_hydro_25	hydrolase	hydrolase=go:GO:0016787
PF01184	Gpr1_Fun34_YaaH	membrane,transporter	membrane=go:GO:0016020;transporter=swissprot:13/15 single-domain 13/15
PF01186	Lysyl_oxidase	oxidase,oxidoreductase	oxidase=go:GO:0016491;oxidoreductase=go:GO:0016491
PF01189	Methyltr_RsmB-F	methyltransferase,rrna_modification,transferase	methyltransferase=text:methyltransferase;rrna_modification=text:Methyltr_RsmB;transferase=text:transferase
PF01191	RNA_pol_Rpb5_C	rna_polymerase,transcription	rna_polymerase=go:GO:0003899;transcription=go:GO:0006351
PF01192	RNA_pol_Rpb6	rna_polymerase,transcription	rna_polymerase=go:GO:0003899;transcription=go:GO:0006351
PF01193	RNA_pol_L	rna_polymerase,transcription	rna_polymerase=go:GO:0003899;transcription=go:GO:0006351
PF01194	RNA_pol_N	rna_polymerase,transcription	rna_polymerase=go:GO:0003899;transcription=go:GO:0006351
PF01195	Pept_tRNA_hydro	hydrolase	hydrolase=go:GO:0016787
PF01196	Ribosomal_L17	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01197	Ribosomal_L31	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01198	Ribosomal_L31e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01199	Ribosomal_L34e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01200	Ribosomal_S28e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01201	Ribosomal_S8e	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF01202	SKI	aromatic_aa_metabolism,atp_binding,kinase,transferase	aromatic_aa_metabolism=text:Shikimate;atp_binding=swissprot:511/522 KOs 4/4 single-domain 448/450;kinase=text:kinase;transferase=text:kinase
PF01203	T2SSN	secretion_component,t2ss_component	secretion_component=go:GO:0009306;t2ss_component=go:GO:0015628
PF01204	Trehalase	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=go:GO:0005975;glycosidase=go:GO:0016798;hydrolase=go:GO:0016787
PF01206	TusA	sulfur_metabolism,sulfurtransferase,transferase	sulfur_metabolism=text:Sulfur;sulfurtransferase=text:Sulfurtransferase;transferase=text:transferase
PF01207	Dus	nad_binding,oxidoreductase,synthase,trna_modification	nad_binding=swissprot:150/151 KOs 7/7 single-domain 110/111;oxidoreductase=swissprot:150/151 KOs 7/7 single-domain 110/111;synthase=text:synthase;trna_modification=text:Dus
PF01208	URO-D	decarboxylase,heme_biosynthesis,lyase	decarboxylase=go:GO:0016831;heme_biosynthesis=go:GO:0006779;lyase=go:GO:0016829
PF01209	Ubie_methyltran	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
PF01210	NAD_Gly3P_dh_N	dehydrogenase,lipid_metabolism,oxidoreductase	dehydrogenase=text:dehydrogenase;lipid_metabolism=text:glycerol-3-phosphate;oxidoreductase=go:GO:0016491
PF01212	Beta_elim_lyase	lyase	lyase=go:GO:0016829
PF01214	CK_II_beta	kinase,transferase	kinase=text:kinase;transferase=text:kinase
PF01215	COX5B	cytochrome,electron_transport,heme_binding,oxidase,oxidoreductase,respiration	cytochrome=text:COX;electron_transport=go:GO:0022900;heme_binding=text:COX;oxidase=text:oxidase;oxidoreductase=text:oxidase;respiration=go:GO:0009060
PF01218	Coprogen_oxidas	heme_biosynthesis,oxidase,oxidoreductase	heme_biosynthesis=swissprot:237/240 single-domain 237/240;oxidase=go:GO:0016491;oxidoreductase=go:GO:0016491
PF01219	DAGK_prokar	atp_binding,kinase,transferase	atp_binding=swissprot:13/13 KOs 2/2 single-domain 13/13;kinase=go:GO:0016301;transferase=go:GO:0016740
PF01220	DHquinase_II	dehydratase,lyase	dehydratase=swissprot:368/368 single-domain 368/368;lyase=swissprot:368/368 single-domain 368/368
PF01222	ERG4_ERG24	biosynthesis,isoprenoid_biosynthesis,nad_binding,oxidoreductase,reductase	biosynthesis=go:GO:0009058;isoprenoid_biosynthesis=text:ERG;nad_binding=swissprot:38/38 KOs 4/4 single-domain 33/33;oxidoreductase=go:GO:0016491;reductase=swissprot:31/38 KOs 4/4 single-domain 28/33
PF01223	Endonuclease_NS	hydrolase,nuclease	hydrolase=go:GO:0016787;nuclease=text:Endonuclease
PF01225	Mur_ligase	ligase	ligase=go:GO:0016874
PF01227	GTP_cyclohydroI	cofactor_biosynthesis,folate_biosynthesis,hydrolase	cofactor_biosynthesis=text:GTP cyclohydrolase;folate_biosynthesis=text:GTP cyclohydrolase;hydrolase=text:hydrolase
PF01229	Glyco_hydro_39	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=swissprot:9/9 single-domain 5/5;glycosidase=swissprot:9/9 single-domain 5/5;hydrolase=text:hydrolase
PF01230	HIT	hydrolase	hydrolase=swissprot:57/66 KOs 4/5 single-domain 53/62
PF01231	IDO	oxidoreductase,oxygenase	oxidoreductase=text:oxygenase;oxygenase=text:oxygenase
PF01232	Mannitol_dh	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=go:GO:0016491
PF01233	NMT	transferase	transferase=go:GO:0016740
PF01234	NNMT_PNMT_TEMT	methyltransferase,transferase	methyltransferase=swissprot:14/14 KOs 3/3 single-domain 14/14;transferase=swissprot:14/14 KOs 3/3 single-domain 14/14
PF01235	Na_Ala_symp	symporter,transporter	symporter=go:GO:0015293;transporter=go:GO:0005215
PF01237	Oxysterol_BP	binding	binding=go:GO:0005488
PF01238	PMI_typeI_C	isomerase	isomerase=text:isomerase
PF01239	PPTA	isoprenoid_biosynthesis,transferase	isoprenoid_biosynthesis=text:prenyl;transferase=go:GO:0016740
PF01241	PSI_PSAK	photosynthesis	photosynthesis=go:GO:0015979
PF01242	PTPS	cofactor_biosynthesis,lyase,synthase	cofactor_biosynthesis=text:PTPS;lyase=swissprot:31/31 KOs 2/2 single-domain 31/31;synthase=text:synthase
PF01243	PNPOx_N	cofactor_biosynthesis,oxidase,oxidoreductase,pyridoxal_biosynthesis	cofactor_biosynthesis=text:PNPOx;oxidase=text:oxidase;oxidoreductase=text:oxidase;pyridoxal_biosynthesis=text:Pyridoxamine 5'-phosphate oxidase
PF01244	Peptidase_M19	hydrolase,membrane,peptidase,protease	hydrolase=go:GO:0016787;membrane=text:Membrane;peptidase=swissprot:32/35 single-domain 32/35;protease=go:GO:0008233
PF01245	Ribosomal_L19	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01246	Ribosomal_L24e	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF01247	Ribosomal_L35Ae	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01248	Ribosomal_L7Ae	ribosomal_protein,rna_binding,translation	ribosomal_protein=text:Ribosomal;rna_binding=text:Ribosom;translation=text:Ribosomal protein
PF01249	Ribosomal_S21e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01250	Ribosomal_S6	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01251	Ribosomal_S7e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01252	Peptidase_A8	hydrolase,peptidase,protease	hydrolase=go:GO:0016787;peptidase=swissprot:421/421 single-domain 421/421;protease=go:GO:0008233
PF01253	SUI1	translation,translation_factor	translation=go:GO:0006412;translation_factor=go:GO:0003743
PF01255	Prenyltransf	isoprenoid_biosynthesis,synthase,transferase	isoprenoid_biosynthesis=text:Prenyl;synthase=text:synthase;transferase=go:GO:0016740
PF01256	Carb_kinase	dehydratase,kinase,lyase	dehydratase=go:GO:0016836;kinase=text:kinase;lyase=go:GO:0016829
PF01257	2Fe-2S_thioredx	electron_transport,ferredoxin,iron_sulfur,metal_binding	electron_transport=text:2Fe-2S;ferredoxin=text:ferredoxin;iron_sulfur=text:2Fe-2S;metal_binding=text:2Fe-2S
PF01258	zf-dskA_traR	metal_binding,zinc_binding,zinc_finger	metal_binding=go:GO:0046872;zinc_binding=go:GO:0008270;zinc_finger=go:GO:0008270
PF01259	SAICAR_synt	ligase,synthase,synthetase	ligase=text:synthetase;synthase=swissprot:529/542 KOs 2/2 single-domain 521/534;synthetase=swissprot:541/542 KOs 2/2 single-domain 533/534
PF01261	AP_endonuc_2	base_excision_repair,dna_repair,nuclease	base_excision_repair=text:AP_endonuc;dna_repair=text:AP_endonuc;nuclease=text:endonuc
PF01262	AlaDh_PNT_C	amino_acid_metabolism,dehydrogenase,oxidoreductase	amino_acid_metabolism=text:Alanine;dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase
PF01263	Aldose_epim	epimerase,isomerase,racemase	epimerase=text:epimerase;isomerase=go:GO:0016853;racemase=swissprot:27/32 KOs 4/4 single-domain 23/28
PF01264	Chorismate_synt	lyase,synthase	lyase=swissprot:717/717 KOs 2/2 single-domain 717/717;synthase=text:synthase
PF01265	Cyto_heme_lyase	cytochrome,electron_transport,heme_binding,iron_binding,lyase,respiration	cytochrome=text:Cytochrom;electron_transport=text:Cytochrom;heme_binding=text:heme;iron_binding=text:heme;lyase=go:GO:0016829;respiration=text:Cytochrome c
PF01266	DAO	cofactor_binding,fad_binding,oxidoreductase	cofactor_binding=text:FAD dependent;fad_binding=text:FAD;oxidoreductase=text:oxidoreductase
PF01268	FTHFS	atp_binding,ligase,one_carbon_metabolism,synthetase	atp_binding=go:GO:0005524;ligase=go:GO:0016874;one_carbon_metabolism=text:Formate;synthetase=swissprot:313/313 KOs 3/3 single-domain 300/300
PF01269	Fibrillarin	methyltransferase,rrna_modification,transferase	methyltransferase=go:GO:0008168;rrna_modification=text:Fibrillarin;transferase=swissprot:74/74 KOs 2/2 single-domain 74/74
PF01270	Glyco_hydro_8	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=swissprot:17/17 KOs 2/2 single-domain 14/14;glycosidase=swissprot:17/17 KOs 2/2 single-domain 14/14;hydrolase=go:GO:0016787
PF01272	GreA_GreB	dna_binding,regulator,transcription_factor	dna_binding=go:GO:0003677;regulator=go:GO:0065007;transcription_factor=go:GO:0006355
PF01274	MS_TIM-barrel	synthase	synthase=text:synthase
PF01275	Myelin_PLP	plp_binding	plp_binding=text:PLP
PF01276	OKR_DC_1	decarboxylase,lyase	decarboxylase=text:decarboxylase;lyase=text:decarboxylase
PF01278	Omptin	hydrolase,peptidase,protease	hydrolase=swissprot:6/6 KOs 4/4 single-domain 6/6;peptidase=swissprot:6/6 KOs 4/4 single-domain 6/6;protease=swissprot:6/6 KOs 4/4 single-domain 6/6
PF01280	Ribosomal_L19e	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF01281	Ribosomal_L9_N	ribosomal_protein,translation	ribosomal_protein=text:Ribosomal;translation=text:Ribosomal protein
PF01282	Ribosomal_S24e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01283	Ribosomal_S26e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01284	MARVEL	membrane	membrane=go:GO:0016020
PF01287	eIF-5a	binding,dna_binding,translation,translation_factor	binding=go:GO:0005488;dna_binding=text:DNA-binding;translation=text:elongation factor;translation_factor=text:elongation factor
PF01288	HPPK	atp_binding,cofactor_biosynthesis,folate_biosynthesis,kinase,transferase	atp_binding=swissprot:38/38 KOs 5/5 single-domain 23/23;cofactor_biosynthesis=text:HPPK;folate_biosynthesis=go:GO:0009396;kinase=text:kinase;transferase=go:GO:0016740
PF01292	Ni_hydr_CYTB	cytochrome,electron_transport,heme_binding,respiration	cytochrome=text:cytochrom;electron_transport=go:GO:0009055;heme_binding=text:cytochrome;respiration=text:cytochrome b
PF01293	PEPCK_ATP	central_metabolism,decarboxylase,gluconeogenesis,kinase,lyase	central_metabolism=go:GO:0006094;decarboxylase=swissprot:286/286 single-domain 286/286;gluconeogenesis=go:GO:0006094;kinase=text:kinase;lyase=go:GO:0016829
PF01294	Ribosomal_L13e	ribosomal_protein,translation	ribosomal_protein=go:GO:0003735;translation=go:GO:0006412
PF01297	ZnuA	abc_transporter,periplasmic,transporter,zinc_binding	abc_transporter=swissprot:44/53 KOs 7/7 single-domain 37/46;periplasmic=text:periplasm;transporter=go:GO:0006810;zinc_binding=text:Zinc
PF01298	TbpB_B_D	binding	binding=text:binding
PF01299	Lamp2-like_luminal	membrane	membrane=text:membrane
PF01300	Sua5_yciO_yrdC	trna_modification	trna_modification=text:Sua5
PF01301	Glyco_hydro_35	hydrolase	hydrolase=text:hydrolase
PF01306	LacY_symp	symporter,transporter	symporter=go:GO:0015293;transporter=go:GO:0005215
PF01308	Chlam_OMP	membrane,outer_membrane	membrane=go:GO:0016020;outer_membrane=go:GO:0019867
PF01312	Bac_export_2	flagellum	flagellum=text:Flh
PF01314	AFOR_C	central_metabolism,electron_transport,iron_sulfur,oxidoreductase	central_metabolism=text:AFOR;electron_transport=go:GO:0009055;iron_sulfur=go:GO:0051536;oxidoreductase=go:GO:0016491
PF01315	Ald_Xan_dh_C	dehydrogenase,oxidase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidase=text:oxidase;oxidoreductase=text:dehydrogenase
